GenAge ID,name,symbol,organism,functions,Entrez gene id,avg lifespan change (max obsv),lifespan effect,longevity influence,observations
1589,Ribosomal Protein of the Small subunit,RPS4A,Saccharomyces cerevisiae,,853610,15,Decrease,Unannotated,fitness;15.0;;1838;18423200
1590,RAP1-Interacting Factor,RIF1,Saccharomyces cerevisiae,,852578,30,Decrease,Pro-Longevity,fitness;15.0;;1839;18423200
1591,Regulator of heterotrimeric G protein Signaling,RGS2,Saccharomyces cerevisiae,,854274,35,Increase,Anti-Longevity,pro;30.0;;1840;9275199
1592,hypothetical protein,YMR018W,Saccharomyces cerevisiae,,855032,35,Increase,Anti-Longevity,anti;35.0;;1841;19030232
1593,Ribosomal Protein of the Large subunit,RPL12A,Saccharomyces cerevisiae,,856656,35,Increase,Anti-Longevity,anti;35.0;;1843;
1594,Ribosomal Protein of the Large subunit,RPL37B,Saccharomyces cerevisiae,,852111,35,Increase,Anti-Longevity,anti;35.0;;1844;18423200|anti;35.0;;1844;18423200
1595,PETite colonies,PET9,Saccharomyces cerevisiae,,852250,30,Decrease,Pro-Longevity,anti;35.0;;1845;18423200
1596,Rxt2p,RXT2,Saccharomyces cerevisiae,,852392,,Decrease,Unannotated,pro;30.0;;1846;18809618
1597,SIT4 protein phosphatase Associated Protein,SAP30,Saccharomyces cerevisiae,,855305,,Decrease,Unannotated,fitness;;;1848;
1598,Suppressor of Defective Silencing,SDS3,Saccharomyces cerevisiae,,854725,,Decrease,Unannotated,fitness;;;1849;19801973
1599,SuPpressor of Ty,SPT10,Saccharomyces cerevisiae,,853315,,Decrease,Unannotated,fitness;;;1850;19801973
1600,Acetyl CoA Synthetase,ACS2,Saccharomyces cerevisiae,,850846,70,Decrease,Pro-Longevity,fitness;;;1851;19801973
1601,INositol Monophosphatase,INM2,Saccharomyces cerevisiae,,851881,70,Decrease,Unannotated,pro;70.0;;1852;19618123
1602,Overlapping activity with M-AAA protease,OMA1,Saccharomyces cerevisiae,,853962,70,Decrease,Unannotated,fitness;70.0;;1853;19030232
1603,Ribosomal Protein of the Large subunit,RPL20A,Saccharomyces cerevisiae,,855283,40,Decrease,Unannotated,fitness;70.0;;1854;19030232|fitness;70.0;;1854;19030232
1604,ATP synthase,ATP1,Saccharomyces cerevisiae,,852177,,Increase and Decrease,Anti-Longevity,fitness;40.0;;1855;19030232|fitness;40.0;;1855;19030232
1605,Function Unknown Now,FUN12,Saccharomyces cerevisiae,,851196,40,Decrease,Unannotated,fitness;70.0;;1856;18340043
1606,Ribosomal Protein of the Small subunit,RPS11A,Saccharomyces cerevisiae,,851589,30,Increase,Anti-Longevity,fitness;40.0;;1857;18340043|fitness;40.0;;1857;18340043
1607,Ribosomal Protein of the Small subunit,RPS6A,Saccharomyces cerevisiae,,856015,30,Increase,Anti-Longevity,anti;30.0;;1859;18340043|anti;30.0;;1859;18340043
1608,STE20/PAK homologous Kinase related to Morphogenesis,SKM1,Saccharomyces cerevisiae,,854036,25,Decrease,Unannotated,anti;30.0;;1860;18340043
1609,STErile,STE11,Saccharomyces cerevisiae,,851076,25,Decrease,Unannotated,fitness;25.0;;1861;18340043
1610,TroPoMyosin,TPM1,Saccharomyces cerevisiae,,855645,40,Decrease,Unannotated,fitness;25.0;;1862;18340043
1611,Biosynthesis of Nicotinic Acid,BNA6,Saccharomyces cerevisiae,,850608,,Decrease,Pro-Longevity,fitness;40.0;;1863;18340043
1612,Aspartate AminoTransferase,AAT1,Saccharomyces cerevisiae,,853755,25,Increase,Pro-Longevity,pro;;;1868;17110466
1613,Aspartate AminoTransferase,AAT2,Saccharomyces cerevisiae,,850714,15,Increase,Pro-Longevity,pro;25.0;;1870;18381895
1614,Glycerol UTilization,GUT2,Saccharomyces cerevisiae,,854651,25,Increase,Pro-Longevity,pro;15.0;;1871;18381895
1615,Malate DeHydrogenase,MDH1,Saccharomyces cerevisiae,,853777,25,Increase,Pro-Longevity,pro;25.0;;1872;18381895
1616,Malate DeHydrogenase,MDH2,Saccharomyces cerevisiae,,853994,15,Increase,Pro-Longevity,pro;25.0;;1873;18381895
1617,ELongator Protein,ELP3,Saccharomyces cerevisiae,,856019,,Increase,Anti-Longevity,pro;15.0;;1874;18381895
1618,Histone DeAcetylase,HDA2,Saccharomyces cerevisiae,,851889,,Decrease,Unannotated,anti;;;1875;19801973
1619,Insensitive to KIller toxin,IKI3,Saccharomyces cerevisiae,,851100,,Increase,Anti-Longevity,fitness;;;1876;19801973
1620,Something About Silencing,SAS3,Saccharomyces cerevisiae,,852228,,Increase,Anti-Longevity,anti;;;1877;19801973
1621,"SaGa associated Factor, 73 kDa",SGF73,Saccharomyces cerevisiae,,852814,,Decrease,Unannotated,anti;;;1878;19801973
1622,Chromosome Transmission Fidelity,CTF4,Saccharomyces cerevisiae,,856254,,Decrease,Pro-Longevity,fitness;;;1879;19801973
1623,hypothetical protein,YKL069W,Saccharomyces cerevisiae,,853794,,Decrease,Pro-Longevity,pro;;;1880;12024027
1624,GLucoKinase,GLK1,Saccharomyces cerevisiae,,850317,15,Decrease,Unannotated,pro;;;1882;
1625,INositol polyphosphate 5-Phosphatase,INP51,Saccharomyces cerevisiae,,854815,10,Increase,Anti-Longevity,fitness;15.0;;1884;19030232|fitness;15.0;;1884;19030232
1626,Neutral TreHalase,NTH1,Saccharomyces cerevisiae,,851564,15,Decrease,Unannotated,anti;10.0;;1885;19030232
1627,Spindle Pole Component,SPC72,Saccharomyces cerevisiae,,851250,80,Decrease,Unannotated,fitness;15.0;;1887;19030232
1628,Translation Machinery Associated,TMA19,Saccharomyces cerevisiae,,853809,30,Increase,Anti-Longevity,fitness;80.0;;1888;19030232|fitness;80.0;;1888;19030232
1629,CDC20 Homolog,CDH1,Saccharomyces cerevisiae,,852881,45,Decrease,Unannotated,anti;15.0;;1889;16806052
1630,Carboxy-Terminal domain Kinase,CTK1,Saccharomyces cerevisiae,,853718,80,Decrease,Unannotated,fitness;45.0;;1890;18340043
1631,Cup9p,CUP9,Saccharomyces cerevisiae,,855926,30,Decrease,Unannotated,fitness;80.0;;1891;18340043
1632,Takashi's Protein Kinase,TPK3,Saccharomyces cerevisiae,,853688,15,Decrease,Unannotated,fitness;30.0;;1892;
1633,Vacuolar Membrane Atpase,VMA2,Saccharomyces cerevisiae,,852424,80,Decrease,Unannotated,fitness;15.0;;1895;18340043
1634,Yia6p,YIA6,Saccharomyces cerevisiae,,854811,30,Decrease,Unannotated,fitness;80.0;;1896;18340043
1635,Yeast Mitochondrial Escape,YME1,Saccharomyces cerevisiae,,856135,50,Decrease,Unannotated,fitness;30.0;;1897;|fitness;30.0;;1897;
1636,Translation Associated Element,TAE2,Saccharomyces cerevisiae,,856098,30,Decrease,Unannotated,fitness;45.0;;1898;18340043
1637,molecular ZIPper,ZIP1,Saccharomyces cerevisiae,,851879,30,Decrease,Unannotated,fitness;30.0;;1899;18340043
1638,LEUcine biosynthesis,LEU2,Saccharomyces cerevisiae,,850342,,Increase,Anti-Longevity,fitness;30.0;;1900;18340043
1639,LEUcine biosynthesis,LEU3,Saccharomyces cerevisiae,,851172,,Increase,Anti-Longevity,anti;;;1904;19302372
1640,ATP synthase,ATP3,Saccharomyces cerevisiae,,852327,50,Increase,Anti-Longevity,anti;;;1905;19302372
1641,Nonsense-Mediated mRNA Decay,NMD4,Saccharomyces cerevisiae,,851077,,Increase and Decrease,Anti-Longevity,anti;50.0;;1907;17492370|anti;50.0;;1907;17492370|anti;50.0;;1907;17492370|anti;50.0;;1907;17492370
1642,"Isocitrate Dehydrogenase, NADP-specific",IDP3,Saccharomyces cerevisiae,,855723,,Increase and Decrease,Anti-Longevity,anti;25.0;;1910;16293764|anti;25.0;;1910;16293764|anti;25.0;;1910;16293764|anti;25.0;;1910;16293764
1643,PseudoHyphal Determinant,PHD1,Saccharomyces cerevisiae,,853823,20,Increase,Anti-Longevity,anti;15.0;;1913;19030232
1644,Replication In Mitochondria,RIM1,Saccharomyces cerevisiae,,850395,20,Increase,Anti-Longevity,anti;20.0;;1917;19030232
1645,Translation Initiation Factor,TIF4631,Saccharomyces cerevisiae,,853071,20,Increase,Anti-Longevity,anti;20.0;;1918;19030232|anti;20.0;;1918;19030232
1646,Temperature dependent Organization in Mitotic nucleus,TOM1,Saccharomyces cerevisiae,,852068,20,Increase,Anti-Longevity,anti;20.0;;1920;19030232
1647,Yeast OS-9 homolog,YOS9,Saccharomyces cerevisiae,,851627,10,Decrease,Unannotated,anti;20.0;;1921;19030232
1648,ACOnitase,ACO2,Saccharomyces cerevisiae,,853230,,Increase and Decrease,Anti-Longevity,fitness;10.0;;1923;19030232|fitness;10.0;;1923;19030232
1649,Alcohol DeHydrogenase,ADH1,Saccharomyces cerevisiae,,854068,20,Increase,Anti-Longevity,anti;20.0;;1924;18340043
1650,ATPase Family Gene,AFG3,Saccharomyces cerevisiae,,856737,20,Increase,Anti-Longevity,anti;20.0;;1926;18340043
1651,Actin Regulating Kinase,ARK1,Saccharomyces cerevisiae,,855711,,Increase and Decrease,Anti-Longevity,anti;20.0;;1927;18340043|anti;20.0;;1927;18340043
1652,ATP synthase,ATP4,Saccharomyces cerevisiae,,856027,10,Decrease,Unannotated,anti;15.0;;1928;18340043
1653,Cysteine-Three-Histidine,CTH1,Saccharomyces cerevisiae,,851729,20,Increase,Anti-Longevity,fitness;10.0;;1930;18340043
1654,"Mitochondrial Ribosomal Protein, Large subunit",MRPL4,Saccharomyces cerevisiae,,851160,,Increase and Decrease,Anti-Longevity,anti;20.0;;1931;18340043|anti;20.0;;1931;18340043
1655,Pkb-activating Kinase Homolog,PKH3,Saccharomyces cerevisiae,,852077,10,Increase,Anti-Longevity,anti;20.0;;1936;18340043
1656,Ribosomal Protein of the Large subunit,RPL19A,Saccharomyces cerevisiae,,852379,50,Increase,Anti-Longevity,anti;10.0;;1938;18340043|anti;10.0;;1938;18340043
1657,Ribosomal Protein of the Large subunit,RPL9A,Saccharomyces cerevisiae,,852730,30,Increase,Anti-Longevity,anti;50.0;;1939;18340043|anti;50.0;;1939;18340043
1658,Ribosomal Protein of the Large subunit,RPL9B,Saccharomyces cerevisiae,,855658,30,Increase,Anti-Longevity,anti;30.0;;1940;18340043|anti;30.0;;1940;18340043
1659,Suppressor of Aac2 Lethality,SAL1,Saccharomyces cerevisiae,,855641,20,Decrease,Unannotated,anti;30.0;;1941;18340043
1660,S-AdenosylMethionine requiring,SAM1,Saccharomyces cerevisiae,,850877,20,Increase,Anti-Longevity,fitness;20.0;;1942;18340043
1661,Translation Initiation Factor,TIF4632,Saccharomyces cerevisiae,,852833,20,Increase,Anti-Longevity,anti;20.0;;1943;18340043
1662,hypothetical protein,YPR011C,Saccharomyces cerevisiae,,856121,20,Decrease,Unannotated,anti;20.0;;1945;18340043
1663,Yeast vaccinia virus VH1 Homolog,YVH1,Saccharomyces cerevisiae,,854844,50,Increase,Anti-Longevity,fitness;20.0;;1946;
1664,AuTophaGy related,ATG17,Saccharomyces cerevisiae,,851142,70,Decrease,Unannotated,anti;50.0;;1947;18340043
1665,ERGosterol biosynthesis,ERG6,Saccharomyces cerevisiae,,855003,50,Decrease,Unannotated,fitness;70.0;;1952;18690010
1666,New Yeast V-SNARE,NYV1,Saccharomyces cerevisiae,,850782,50,Decrease,Unannotated,fitness;50.0;;1953;18690010
1667,VAcuolar Morphogenesis,VAM7,Saccharomyces cerevisiae,,852660,70,Decrease,Unannotated,fitness;50.0;;1954;18690010
1668,Baculoviral IAP Repeat-containing protein,BIR1,Saccharomyces cerevisiae,,853551,,Increase,Pro-Longevity,fitness;70.0;;1955;18690010
1669,Nuclear Mediator of Apoptosis,NMA111,Saccharomyces cerevisiae,,855600,,Increase,Pro-Longevity,pro;;;1957;16608876
1670,Brain Modulosignalin Homologue,BMH2,Saccharomyces cerevisiae,,851676,,Increase,Pro-Longevity,pro;;;1958;16608876
1671,Suppressor of Kre Null,SKN1,Saccharomyces cerevisiae,,853045,60,Increase,Anti-Longevity,pro;;;1960;19805817
1672,N-Myristoyl Transferase,NMT1,Saccharomyces cerevisiae,,850892,50,Increase,Anti-Longevity,anti;60.0;;1962;16527275
1673,Yeast Homolog of human Cln3,YHC3,Saccharomyces cerevisiae,,853387,20,Decrease,Unannotated,anti;50.0;;1965;10921902
1674,Yeast Frataxin Homolog,YFH1,Saccharomyces cerevisiae,,851437,50,Decrease,Pro-Longevity,fitness;20.0;;1967;16435200
1675,Histone DeAcetylase,HDA1,Saccharomyces cerevisiae,,855710,,Increase,Anti-Longevity,pro;50.0;;1968;15130665
1676,Transporter of POlyamines,TPO1,Saccharomyces cerevisiae,,850631,,Increase and Decrease,Pro-Longevity,anti;;;1969;19801973|anti;;;1969;19801973
1677,Yeast Oligomycin Resistance,YOR1,Saccharomyces cerevisiae,,853198,,Increase and Decrease,Pro-Longevity,fitness;32.0;;1972;20657593|fitness;32.0;;1972;20657593
1678,Processing of Gas1p and ALP,PGA3,Saccharomyces cerevisiae,,854914,30,Increase,Pro-Longevity,fitness;16.0;;1974;20657593
1679,Phosphoenolpyruvate CarboxyKinase,PCK1,Saccharomyces cerevisiae,,853972,,Decrease,Unannotated,pro;30.0;;1977;19239415
1680,Bud EMergence,BEM1,Saccharomyces cerevisiae,,852499,75,Decrease,Unannotated,fitness;;;1979;19303850
1681,Bud Neck Involved,BNI1,Saccharomyces cerevisiae,,855450,65,Decrease,Unannotated,fitness;75.0;;1980;20141839
1682,Reduced Viability on Starvation,RVS161,Saccharomyces cerevisiae,,850367,,Increase and Decrease,Anti-Longevity,fitness;65.0;;1981;20141839|fitness;65.0;;1981;20141839|fitness;65.0;;1981;20141839
1683,Actin Binding Protein,ABP1,Saccharomyces cerevisiae,,850450,,Increase and Decrease,Anti-Longevity,fitness;60.0;;1982;20141839|fitness;60.0;;1982;20141839|fitness;60.0;;1982;20141839|fitness;60.0;;1982;20141839
1684,ELongator Protein,ELP4,Saccharomyces cerevisiae,,856002,30,Increase,Anti-Longevity,anti;20.0;;1983;19030232
1685,General Control Nonderepressible,GCN2,Saccharomyces cerevisiae,,851877,,Increase and Decrease,Anti-Longevity,anti;30.0;;1985;19030232|anti;30.0;;1985;19030232
1686,Homologous to RAD4,RAD34,Saccharomyces cerevisiae,,851909,30,Increase,Anti-Longevity,anti;20.0;;1986;19030232
1687,Ribosomal Protein of the Large subunit,RPL20B,Saccharomyces cerevisiae,,854489,50,Increase,Anti-Longevity,anti;30.0;;1990;19030232|anti;30.0;;1990;19030232
1688,rDNA Recombination Mutation,RRM3,Saccharomyces cerevisiae,,856426,30,Decrease,Unannotated,anti;50.0;;1991;19030232
1689,Suppressor Of Kinase,SOK1,Saccharomyces cerevisiae,,851569,50,Increase,Anti-Longevity,fitness;30.0;;1993;19030232
1690,SPorulation Specific,SPS1,Saccharomyces cerevisiae,,852135,25,Increase,Anti-Longevity,anti;50.0;;1996;19030232
1691,TATA binding protein-Associated Factor,TAF14,Saccharomyces cerevisiae,,855974,,Increase and Decrease,Anti-Longevity,anti;25.0;;1997;19030232|anti;25.0;;1997;19030232
1692,hypothetical protein,YDR124W,Saccharomyces cerevisiae,,851702,,Increase and Decrease,Anti-Longevity,anti;15.0;;1998;19030232|anti;15.0;;1998;19030232
1693,Yeast Protein Two,YPT6,Saccharomyces cerevisiae,,850966,30,Increase,Anti-Longevity,anti;30.0;;2001;|anti;30.0;;2001;
1694,CaTalase A,CTA1,Saccharomyces cerevisiae,,851843,,Increase and Decrease,Anti-Longevity,anti;20.0;;2003;19030232|anti;20.0;;2003;19030232
1695,Cell Division Cycle,CDC13,Saccharomyces cerevisiae,,851306,,Decrease,Pro-Longevity,anti;;;2004;20696905
1696,Zillion Different Screens,ZDS2,Saccharomyces cerevisiae,,854931,20,Decrease,Pro-Longevity,pro;;;2006;8824190
1697,BUD site selection,BUD6,Saccharomyces cerevisiae,,851029,,,Unannotated,pro;20.0;;2007;10662670
1698,Asparagine-Linked Glycosylation,ALG12,Saccharomyces cerevisiae,,855764,25,Increase,Anti-Longevity,;;;2008;18660802
1699,Anti-Silencing Function,ASF1,Saccharomyces cerevisiae,,853327,74,Decrease,Unannotated,anti;25.0;;2011;18340043|anti;25.0;;2011;18340043
1700,Binder of USO1 and GRH1,BUG1,Saccharomyces cerevisiae,,851459,,Increase and Decrease,Anti-Longevity,fitness;65.0;;2012;18340043|fitness;65.0;;2012;18340043
1701,ubiquinol--cytochrome-c reductase catalytic subunit CYT1,CYT1,Saccharomyces cerevisiae,,854231,,Increase and Decrease,Anti-Longevity,anti;50.0;;2013;18340043|anti;50.0;;2013;18340043
1702,Dead Box Protein,DBP3,Saccharomyces cerevisiae,,852802,35,Increase,Anti-Longevity,anti;15.0;;2015;
1703,ERGosterol biosynthesis,ERG5,Saccharomyces cerevisiae,,855029,35,Decrease,Unannotated,anti;35.0;;2017;18340043
1704,2-Enoyl Thioester Reductase,ETR1,Saccharomyces cerevisiae,,852314,45,Decrease,Unannotated,fitness;35.0;;2018;18340043
1705,Isocitrate DeHydrogenase,IDH1,Saccharomyces cerevisiae,,855691,15,Increase,Anti-Longevity,fitness;45.0;;2019;18340043
1706,Isoleucyl tRNA Synthetase of Mitochondria,ISM1,Saccharomyces cerevisiae,,856067,,Increase and Decrease,Anti-Longevity,anti;15.0;;2022;18340043|anti;15.0;;2022;18340043
1707,KARyogamy,KAR3,Saccharomyces cerevisiae,,856263,55,Increase,Anti-Longevity,anti;15.0;;2026;18340043
1708,Manganese Trafficking factor for Mitochondrial SOD2,MTM1,Saccharomyces cerevisiae,,853173,,Increase and Decrease,Anti-Longevity,anti;55.0;;2028;18340043|anti;55.0;;2028;18340043
1709,Negatively affects Salt Tolerance,NST1,Saccharomyces cerevisiae,,855633,,Increase and Decrease,Anti-Longevity,anti;35.0;;2029;18340043|anti;35.0;;2029;18340043
1710,Pkb-activating Kinase Homolog,PKH2,Saccharomyces cerevisiae,,854053,20,Increase,Anti-Longevity,anti;20.0;;2031;18340043
1711,Plasma Membrane ATPase Related,PMR1,Saccharomyces cerevisiae,,852709,40,Increase,Anti-Longevity,anti;20.0;;2033;18340043
1712,Ribosomal Protein of the Small subunit,RPS26B,Saccharomyces cerevisiae,,856868,20,Increase,Anti-Longevity,anti;40.0;;2034;18340043
1713,SIt4 Suppressor,SIS2,Saccharomyces cerevisiae,,853946,50,Increase,Anti-Longevity,anti;20.0;;2035;18340043
1714,Synthetic Lethal of unknown (X) function,SLX8,Saccharomyces cerevisiae,,856852,,Increase and Decrease,Anti-Longevity,anti;50.0;;2038;18340043|anti;50.0;;2038;18340043
1715,SPorulation Specific transcript,SPS19,Saccharomyces cerevisiae,,855518,30,Decrease,Unannotated,anti;15.0;;2039;18340043
1716,SuPpressor of Ty's,SPT4,Saccharomyces cerevisiae,,852955,40,Increase,Anti-Longevity,fitness;30.0;;2041;18340043
1717,similar to the mammalian TPA Induced Sequence gene family,TIS11,Saccharomyces cerevisiae,,850827,30,Increase,Anti-Longevity,anti;40.0;;2042;18340043
1718,Target Of Sbf,TOS3,Saccharomyces cerevisiae,,852696,,Increase and Decrease,Anti-Longevity,anti;30.0;;2045;18340043|anti;30.0;;2045;18340043
1719,Vacuolar pH,VPH1,Saccharomyces cerevisiae,,854444,,Increase and Decrease,Anti-Longevity,anti;20.0;;2046;18340043|anti;20.0;;2046;18340043
1720,Vacuolar Protein Sorting,VPS34,Saccharomyces cerevisiae,,850941,60,Decrease,Unannotated,anti;30.0;;2048;18340043
1721,hypothetical protein,YGR130C,Saccharomyces cerevisiae,,853031,30,Increase,Anti-Longevity,fitness;60.0;;2050;18340043
1722,ZeTA-crystallin,ZTA1,Saccharomyces cerevisiae,,852335,,Increase and Decrease,Anti-Longevity,anti;30.0;;2051;|anti;30.0;;2051;
1723,Ribosomal Protein of the Large subunit,RPL21B,Saccharomyces cerevisiae,,856026,50,Increase,Anti-Longevity,anti;15.0;;2053;18340043
1724,Ribosomal Protein of the Large subunit,RPL22A,Saccharomyces cerevisiae,,850750,90,Increase,Anti-Longevity,anti;50.0;;2056;18423200
1725,Ribosomal Protein of the Large subunit,RPL23A,Saccharomyces cerevisiae,,852191,40,Increase,Anti-Longevity,anti;90.0;;2057;18423200
1726,Ribosomal Protein of the Large subunit,RPL29,Saccharomyces cerevisiae,,850592,35,Increase,Anti-Longevity,anti;40.0;;2058;18423200
1727,Ribosomal Protein of the Large subunit,RPL34B,Saccharomyces cerevisiae,,854759,60,Increase,Anti-Longevity,anti;35.0;;2059;18423200
1728,Ribosomal Protein of the Large subunit,RPL39,Saccharomyces cerevisiae,,853250,45,Decrease,Unannotated,anti;60.0;;2060;18423200
1729,Ribosomal Protein of the Large subunit,RPL43A,Saccharomyces cerevisiae,,856156,60,Decrease,Unannotated,fitness;45.0;;2061;18423200
1730,Ribosomal Protein of the Large subunit,RPL43B,Saccharomyces cerevisiae,,853557,30,Increase,Anti-Longevity,fitness;60.0;;2062;18423200
1731,Ribosomal Protein of the Large subunit,RPL7A,Saccharomyces cerevisiae,,852804,40,Increase,Anti-Longevity,anti;30.0;;2063;18423200
1732,Ribosomal Protein P1 Alpha,RPP1A,Saccharomyces cerevisiae,,851478,30,Decrease,Unannotated,anti;40.0;;2064;18423200
1733,Ribosomal Protein P2 Beta,RPP2B,Saccharomyces cerevisiae,,851990,55,Increase,Anti-Longevity,fitness;30.0;;2065;18423200
1734,Five Zinc Fingers,FZF1,Saccharomyces cerevisiae,,852638,66,Increase,Anti-Longevity,anti;55.0;;2066;18423200
1735,Utilization of GAba,UGA3,Saccharomyces cerevisiae,,851384,75,Increase,Anti-Longevity,anti;66.0;;2069;20550517
1736,URidine Hydrolase,URH1,Saccharomyces cerevisiae,,852009,24,Increase,Anti-Longevity,anti;75.0;;2070;20550517
1737,"ribosomal protein S6 kinase, polypeptide 1",Rps6kb1,Mus musculus,,72508,19,Increase,Anti-Longevity,anti;24.0;;2071;20550517
1738,"protein kinase, cAMP dependent regulatory, type II beta",Prkar2b,Mus musculus,,19088,14,Increase,Anti-Longevity,anti;19.0;;2154;19797661
1739,Ndt80p,NDT80,Saccharomyces cerevisiae,,856524,,Increase,Pro-Longevity,anti;14.0;;2155;
1740,Spargel,Spargel,Drosophila melanogaster,,40562,33,Increase,Pro-Longevity,pro;;;2157;21700873
1741,Protein TTX-1,ttx-1,Caenorhabditis elegans,,180313,25,Decrease,Pro-Longevity,pro;33.0;37.0;2167;22055505
1742,YHR028C,DAP2,Saccharomyces cerevisiae,,856423,19,Decrease,Unannotated,pro;25.0;;2168;19375320
1743,OligoPeptide Transporter 2,OPT2,Saccharomyces cerevisiae,,856324,23,Increase,Anti-Longevity,fitness;19.0;36.0;2170;22912585
